3;4;7;10;6;10;2016-05-11 09:17:09 
3;4;7;1;10;5;2016-05-11 09:23:33 
7;1;4;3;10;6;2016-05-11 09:29:51 
3;8;4;7;10;8;2016-05-11 11:52:34 
3;4;8;7;10;5;2016-05-11 12:02:45 
2;8;4;1;10;3;2016-05-11 13:29:57 
6;8;1;2;10;8;2016-05-11 13:37:56 
3;4;6;1;3;10;2016-05-11 13:45:43 
3;9;10;8;4;10;2016-05-11 14:07:57
6;3;1;4;10;7;2016-05-11 15:54:30 
6;4;1;2;10;9;2016-05-11 16:03:07 
1;2;4;8;10;8;2016-05-11 16:15:59 
2;3;8;4;8;10;2016-05-11 17:50:21 
8;4;3;2;5;10;2016-05-11 17:56:41 
9;11;2;3;6;10;2016-05-11 18:32:04 
11;2;3;9;10;8;2016-05-11 18:38:03 
2;3;4;9;10;2;2016-05-11 18:44:40 
9;11;4;3;6;10;2016-05-11 18:52:56 
2;9;11;3;10;5;2016-05-11 19:02:22 
4;3;9;2;2;10;2016-05-11 19:07:15 
8;10;7;1;10;5;2016-05-12 10:57:32 
8;7;10;1;7;10;2016-05-12 11:05:29 
1;4;8;2;0;10;2016-05-12 12:08:02 
8;1;4;2;2;10;2016-05-12 12:12:04 
8;4;2;1;9;10;2016-05-12 12:26:12 
12;8;3;11;10;9;2016-05-13 09:39:02 
2;3;4;8;10;6;2016-05-12 16:00:48 
2;8;3;4;10;8;2016-05-12 16:09:43 
3;2;1;10;10;4;2016-05-12 17:33:18 
4;10;2;1;6;10;2016-05-12 17:42:31 
10;4;2;1;8;10;2016-05-12 17:55:30 
4;10;2;1;5;10;2016-05-12 18:16:18 
10;1;4;2;4;10;2016-05-12 18:24:46 
7;10;9;3;10;8;2016-05-13 10:09:30 
3;10;7;9;10;9;2016-05-13 10:19:31 
6;7;2;8;6;10;2016-05-13 13:32:23 
1;3;6;2;1;10;2016-05-13 13:37:07 
1;6;3;2;8;10;2016-05-13 13:46:03 
6;3;9;1;7;10;2016-05-13 13:55:38 
3;2;4;1;7;10;2016-05-13 16:51:51 
1;2;4;3;10;8;2016-05-13 16:57:18 
2;4;1;3;10;6;2016-05-13 17:01:31 
2;3;4;1;10;4;2016-05-13 17:07:02 
3;4;2;1;7;10;2016-05-13 17:12:26 
1;6;9;10;10;9;2016-05-16 11:40:42 
1;10;8;2;10;8;2016-05-16 13:29:13 
8;10;2;1;10;7;2016-05-16 13:44:45 
8;6;2;10;8;10;2016-05-16 16:04:30 
1;10;6;8;10;7;2016-05-16 16:12:28 
2;6;1;10;10;3;2016-05-16 16:18:52 
6;1;10;2;10;8;2016-05-16 16:28:13 
2;1;6;8;8;10;2016-05-16 17:42:49 
2;8;6;1;10;2;2016-05-16 17:48:23 
6;2;8;1;9;10;2016-05-16 18:01:33 
9;3;1;2;2;10;2016-05-16 18:14:43 
9;2;1;3;10;5;2016-05-16 19:22:16 
6;3;2;1;5;10;2016-05-17 11:36:22 
2;6;1;3;10;1;2016-05-17 11:40:24 
6;1;2;3;7;10;2016-05-17 11:51:02 
8;9;2;1;6;10;2016-05-17 14:14:05 
2;1;6;3;10;7;2016-05-17 15:14:33 
2;1;6;8;8;10;2016-05-17 15:29:51 
1;3;8;4;7;10;2016-05-18 11:25:01 
8;3;4;1;1;10;2016-05-18 11:31:18 
4;1;7;3;10;7;2016-05-18 13:22:03 
4;3;1;7;10;2;2016-05-18 13:46:18 
7;1;9;3;10;6;2016-05-18 13:55:00 
7;3;4;1;6;10;2016-05-18 14:26:20 
7;1;3;4;3;10;2016-05-18 14:32:18 
7;2;1;4;6;10;2016-05-19 11:01:23 
2;1;4;7;10;8;2016-05-19 11:07:55 
2;4;7;1;10;4;2016-05-19 11:14:45 
1;4;7;3;10;5;2016-05-19 13:40:30 
4;1;3;7;10;8;2016-05-19 13:41:08 
7;1;3;4;10;6;2016-05-19 13:41:25 
8;4;1;3;10;3;2016-05-19 14:49:29 
4;3;8;1;2;10;2016-05-19 14:55:24 
1;4;3;8;8;10;2016-05-19 15:04:36 
7;1;3;8;9;10;2016-05-19 16:44:42 
3;1;7;8;5;10;2016-05-19 16:49:55 
1;3;5;7;10;9;2016-05-20 09:59:30 
1;7;2;3;0;10;2016-05-20 10:05:22 
3;9;1;8;6;10;2016-05-20 13:44:14 
4;3;9;1;4;10;2016-05-20 13:52:53 
9;3;1;4;6;10;2016-05-20 14:01:46 
8;4;2;1;7;10;2016-05-20 15:40:37 
2;1;8;4;8;10;2016-05-20 15:53:36 
2;1;8;4;6;10;2016-05-20 16:00:35 
8;4;9;2;9;10;2016-05-20 18:29:03 
2;4;8;9;10;5;2016-05-20 18:42:27 
2;9;8;4;6;10;2016-05-20 18:52:06 
6;1;8;3;7;10;2016-05-23 11:45:03 
9;1;6;7;7;10;2016-05-23 12:03:50 
1;9;6;7;10;4;2016-05-23 13:40:15 
6;3;9;1;9;10;2016-05-23 13:41:00 
2;10;6;1;10;7;2016-05-23 14:58:26 
2;10;6;1;10;8;2016-05-23 15:08:17 
9;8;10;3;10;6;2016-05-23 15:20:08 
9;3;10;8;2;10;2016-05-23 15:25:35 
9;10;3;8;10;9;2016-05-23 15:34:28 
2;1;8;3;10;3;2016-05-23 17:05:53 
2;1;8;3;10;6;2016-05-23 17:15:54 
8;3;9;1;10;5;2016-05-24 09:53:57 
3;1;8;9;7;10;2016-05-24 10:04:30 
7;1;3;9;10;8;2016-05-24 11:27:11 
1;7;2;3;9;10;2016-05-24 11:38:39 
8;2;6;1;10;8;2016-05-24 13:11:29 
8;1;9;3;10;9;2016-05-24 13:26:54 
5;6;1;2;4;10;2016-05-24 15:09:41 
6;1;2;5;6;10;2016-05-24 15:17:45 
1;2;8;3;10;4;2016-05-24 17:01:29 
3;2;1;8;10;9;2016-05-24 17:07:39 
2;1;3;8;10;8;2016-05-24 17:18:16 
7;3;1;4;10;8;2016-05-25 09:43:11 
7;1;3;4;7;10;2016-05-25 09:52:29 
7;4;3;1;8;10;2016-05-25 10:00:50 
8;4;2;1;10;6;2016-05-25 12:09:23 
2;4;8;1;10;9;2016-05-25 12:20:56 
2;1;4;7;10;8;2016-05-25 12:25:38 
1;3;2;7;1;10;2016-05-25 13:39:45 
6;1;3;2;10;8;2016-05-25 13:50:08 
7;1;6;3;10;9;2016-05-25 13:59:52 
6;3;7;1;10;5;2016-05-25 14:08:57 
1;11;3;8;8;10;2016-05-25 16:00:11 
8;11;3;1;7;10;2016-05-25 16:13:04 
5;7;3;1;7;10;2016-05-30 11:01:07 
7;5;3;1;6;10;2016-05-30 11:10:48 
1;8;7;3;9;10;2016-05-30 11:19:15 
7;3;8;1;9;10;2016-05-30 11:30:39 
8;3;4;1;9;10;2016-05-30 13:32:32 
4;3;1;8;6;10;2016-05-30 13:44:19 
3;9;1;4;10;7;2016-05-30 15:21:06 
9;3;4;2;3;10;2016-05-30 15:25:47 
2;1;8;4;10;6;2016-05-30 16:36:49 
4;2;8;1;10;8;2016-05-30 16:44:30 
2;3;4;8;10;7;2016-05-30 17:46:50 
4;8;3;2;10;9;2016-05-30 17:54:43 
8;3;2;11;8;10;2016-05-30 19:04:54 
7;9;3;5;10;3;2016-05-31 09:11:50 
7;3;5;9;10;9;2016-05-31 09:19:03 
9;3;1;7;10;8;2016-05-31 09:33:24 
1;5;7;3;5;10;2016-05-31 09:40:50 
1;7;5;3;10;8;2016-05-31 09:54:09 
3;8;1;7;10;5;2016-05-31 10:33:11 
5;8;3;7;10;8;2016-05-31 10:44:59 
2;3;6;7;5;10;2016-05-31 12:16:33 
3;2;6;7;10;7;2016-05-31 12:27:29 
3;2;6;9;10;7;2016-05-31 13:37:11 
3;8;6;2;8;10;2016-05-31 14:11:57 
3;2;6;8;10;2;2016-05-31 14:17:43 
6;2;8;3;10;5;2016-05-31 14:26:10 
3;8;6;2;10;8;2016-05-31 17:06:14 
6;8;2;3;8;10;2016-05-31 17:17:36 
3;8;6;2;8;10;2016-05-31 17:30:16 
6;8;3;2;10;3;2016-05-31 17:36:21 
8;9;3;4;10;8;2016-06-01 10:32:00 
6;9;1;3;10;3;2016-06-01 10:40:43 
4;3;6;1;7;10;2016-06-01 10:47:57 
6;3;7;1;9;10;2016-06-01 12:34:26 
7;9;3;1;9;10;2016-06-01 14:57:10 
4;7;3;8;10;9;2016-06-01 15:28:56 
7;4;8;3;4;10;2016-06-01 15:36:26 
7;8;4;3;10;3;2016-06-01 15:44:30 
3;8;4;1;10;4;2016-06-01 17:09:42 
3;8;4;1;10;7;2016-06-01 17:14:06 
8;4;1;3;10;2;2016-06-01 17:20:51 
4;15;11;1;6;10;2016-06-01 18:23:06 
4;9;15;3;10;5;2016-06-01 18:30:15 
1;15;11;3;10;4;2016-06-01 18:38:00 
8;3;11;6;10;8;2016-06-02 11:11:40 
6;4;3;8;8;10;2016-06-02 11:23:22 
6;7;12;1;10;3;2016-06-02 12:58:38 
7;12;6;1;7;10;2016-06-02 13:16:30 
6;12;1;7;8;10;2016-06-02 13:16:47 
8;3;4;1;10;8;2016-06-02 14:22:03 
16;8;11;3;8;10;2016-06-02 15:11:43 
11;9;3;1;6;10;2016-06-02 15:24:28 
8;1;4;3;10;6;2016-06-02 17:15:30 
8;1;4;3;10;7;2016-06-02 17:26:30 
3;7;1;8;3;10;2016-06-03 09:57:27 
8;7;3;1;10;7;2016-06-03 10:09:01 
1;7;3;8;7;10;2016-06-03 10:20:23 
6;1;9;2;3;10;2016-06-03 13:44:15 
2;9;6;1;10;2;2016-06-03 13:51:52 
6;2;9;1;10;7;2016-06-03 14:02:12 
2;7;8;4;10;9;2016-06-03 14:13:31 
4;2;6;8;10;5;2016-06-03 14:23:15 
6;1;4;7;10;7;2016-06-03 15:45:43 
7;1;6;8;5;10;2016-06-03 15:55:20 
8;1;4;3;10;4;2016-06-03 16:06:11 
8;1;4;3;10;7;2016-06-03 16:15:58 
7;1;8;3;1;10;2016-06-06 10:36:28 
5;7;3;1;9;10;2016-06-06 10:47:16 
6;3;7;1;10;9;2016-06-06 11:34:15 
7;3;6;9;10;3;2016-06-06 11:46:07 
6;7;9;3;10;3;2016-06-06 11:53:22 
3;8;6;7;10;7;2016-06-06 12:04:41 
6;3;8;7;10;7;2016-06-06 12:21:38 
3;8;6;1;9;10;2016-06-06 13:54:55 
6;3;8;1;10;4;2016-06-06 14:02:59 
8;1;3;9;10;8;2016-06-06 17:00:09 
6;1;8;3;8;10;2016-06-07 13:00:13 
3;1;6;9;10;4;2016-06-07 13:11:49 
9;1;6;3;10;6;2016-06-07 13:21:33 
6;8;3;10;10;7;2016-06-07 17:51:54 
6;10;8;3;10;4;2016-06-07 18:00:35 
3;10;6;8;7;10;2016-06-07 18:10:10 
8;10;6;3;8;10;2016-06-07 18:22:39 
12;4;3;1;6;10;2016-06-08 12:54:44 
4;1;3;12;10;0;2016-06-08 13:03:08 
4;3;12;1;10;5;2016-06-08 13:10:49 
1;3;4;12;10;9;2016-06-08 13:22:28 
9;1;3;4;5;10;2016-06-08 13:27:45 
9;1;3;4;7;10;2016-06-08 13:36:13 
9;1;4;3;7;10;2016-06-08 14:22:32 
3;4;10;1;10;6;2016-06-08 14:58:56 
4;10;1;3;10;6;2016-06-08 15:08:49 
10;3;4;1;9;10;2016-06-08 15:18:11 
3;1;4;10;8;10;2016-06-08 15:29:16 
9;4;3;7;9;10;2016-06-09 09:41:21 
9;1;3;7;10;4;2016-06-09 09:48:43 
7;1;4;3;5;10;2016-06-09 10:00:16 
7;3;4;1;9;10;2016-06-09 10:11:43 
2;9;4;1;10;1;2016-06-09 11:43:22 
9;2;4;1;10;9;2016-06-09 11:53:36 
1;3;9;4;2;10;2016-06-09 13:28:53 
9;7;1;3;10;6;2016-06-09 13:39:54 
4;12;3;7;6;10;2016-06-09 15:20:59 
3;7;12;4;5;10;2016-06-09 15:30:59 
11;9;1;4;1;5;2016-06-09 18:06:35 
9;1;15;7;10;3;2016-06-10 09:37:55 
1;9;7;15;10;8;2016-06-10 09:46:40 
1;6;9;15;8;10;2016-06-10 09:59:28 
6;1;15;4;10;4;2016-06-10 10:39:25 
4;15;1;6;10;7;2016-06-10 10:48:25 
9;1;4;3;10;7;2016-06-10 13:27:14 
4;3;9;1;9;10;2016-06-10 13:40:27 
4;1;15;3;10;5;2016-06-10 15:41:55 
1;3;15;4;7;10;2016-06-10 15:48:40 
15;3;8;9;1;10;2016-06-13 09:31:46 
8;15;3;9;10;9;2016-06-13 09:46:19 
14;1;3;8;3;10;2016-06-13 11:28:52 
6;9;8;1;9;10;2016-06-13 13:23:33 
8;3;9;1;10;3;2016-06-13 16:07:44 
9;3;1;8;5;10;2016-06-13 16:12:43 
9;8;1;3;4;10;2016-06-13 16:19:56 
1;3;12;8;10;9;2016-06-13 17:21:21 
1;3;12;8;10;9;2016-06-13 17:31:52 
10;7;3;8;7;10;2016-06-14 08:43:49 
8;9;7;10;10;5;2016-06-14 08:50:49 
7;9;10;3;9;10;2016-06-14 10:37:05 
10;7;9;3;7;10;2016-06-14 10:45:22 
3;7;10;9;10;9;2016-06-14 10:54:42 
6;15;7;1;10;8;2016-06-14 13:01:43 
15;1;6;7;7;10;2016-06-14 13:10:54 
9;1;6;7;10;2;2016-06-14 13:39:45 
10;3;11;8;10;8;2016-06-14 14:02:41 
3;1;6;8;5;10;2016-06-14 15:16:19 
6;3;10;1;10;5;2016-06-14 15:03:37 
10;3;6;1;7;10;2016-06-14 15:15:25 
11;7;10;4;6;10;2016-06-15 08:34:26 
3;8;7;4;10;9;2016-06-15 10:59:56 
6;1;2;18;10;6;2016-06-15 13:14:51 
8;2;6;1;10;5;2016-06-15 13:25:25 
2;1;6;4;7;10;2016-06-15 14:31:01 
4;2;6;8;8;10;2016-06-15 14:39:00 
2;4;6;8;7;10;2016-06-15 14:45:42 
15;4;6;1;3;10;2016-06-15 17:05:27 
6;1;15;4;10;4;2016-06-15 17:10:55 
4;15;1;6;9;10;2016-06-15 17:22:34 
1;6;4;15;6;10;2016-06-15 17:31:24 
15;1;6;4;8;10;2016-06-15 17:39:56 
6;1;15;4;10;5;2016-06-15 17:47:22 
6;4;8;15;10;7;2016-06-15 18:00:15 
4;8;6;15;10;6;2016-06-15 18:08:24 
8;7;4;3;9;10;2016-06-16 09:41:03 
3;4;7;8;4;10;2016-06-16 09:46:58 
4;9;1;10;10;9;2016-06-16 10:12:48 
1;9;4;10;5;10;2016-06-16 10:20:20 
7;3;10;1;10;8;2016-06-16 11:47:32 
10;3;8;7;7;10;2016-06-16 12:00:42 
8;7;4;3;10;5;2016-06-16 14:28:07 
11;8;3;10;5;4;2016-06-16 17:46:43 
1;7;8;10;3;5;2016-06-16 20:29:05 
11;7;8;3;1;5;2016-06-16 22:13:22 
8;1;10;3;5;10;2016-06-16 23:11:59 
3;8;1;10;9;10;2016-06-16 23:19:47 
7;8;3;1;10;3;2016-06-17 10:51:17 
3;1;2;7;5;10;2016-06-17 10:57:36 
2;3;7;1;10;5;2016-06-17 11:03:23 
9;2;4;8;10;6;2016-06-17 11:26:17 
9;2;6;1;7;10;2016-06-17 11:35:51 
2;9;6;1;10;5;2016-06-17 11:44:13 
2;9;6;1;10;7;2016-06-17 11:52:39 
4;7;3;1;10;8;2016-06-17 13:07:59 
4;1;7;3;9;10;2016-06-17 13:17:41 
7;8;3;4;10;8;2016-06-17 13:28:27 
4;9;6;7;4;10;2016-06-17 14:35:34 
7;4;6;9;9;10;2016-06-17 14:44:44 
12;10;4;8;2;10;2016-06-17 16:19:18 
10;8;4;12;10;7;2016-06-17 16:28:59 
8;12;10;4;8;10;2016-06-17 16:41:25 
4;7;10;8;5;10;2016-06-17 17:28:17 
4;7;10;8;10;8;2016-06-17 17:33:45 
11;9;10;15;4;10;2016-06-17 17:47:57 
9;11;10;15;7;10;2016-06-17 17:59:46 
4;4;10;10;9;10;2016-06-20 00:12:37 
9;7;3;10;8;10;2016-06-20 09:40:11 
10;3;8;9;1;10;2016-06-20 12:22:05 
8;9;10;3;10;7;2016-06-20 12:33:45 
3;9;7;8;10;7;2016-06-20 14:31:45 
7;8;3;9;3;10;2016-06-20 14:39:21 
8;3;9;7;10;8;2016-06-20 14:50:17 
10;3;8;11;10;8;2016-06-20 16:36:36 
10;10;8;8;7;10;2016-06-20 18:14:21 
10;10;8;8;10;7;2016-06-20 18:14:50 
8;8;10;10;10;6;2016-06-20 18:22:24 
8;10;7;5;10;2;2016-06-21 08:34:55 
8;7;5;10;10;1;2016-06-21 08:41:07 
8;5;7;10;6;10;2016-06-21 08:49:37 
3;5;7;10;4;10;2016-06-21 09:01:41 
6;7;8;3;10;8;2016-06-21 12:47:42 
3;8;7;6;10;3;2016-06-21 12:51:52 
10;7;3;8;7;10;2016-06-21 13:03:58 
3;10;6;8;8;10;2016-06-21 13:15:11 
6;3;8;10;6;10;2016-06-21 14:42:47 
8;8;9;9;10;4;2016-06-21 17:12:19 
9;9;8;8;2;10;2016-06-21 17:16:41 
10;10;8;8;10;3;2016-06-22 08:05:30 
3;4;7;8;8;10;2016-06-22 12:43:36 
8;3;6;9;3;10;2016-06-22 14:02:08 
22;15;1;6;2;10;2016-06-22 18:47:50 
6;15;2;20;10;5;2016-06-22 18:56:06 
21;16;2;19;8;10;2016-06-22 19:05:17 
1;22;9;6;1;10;2016-06-22 19:13:15 
15;16;8;22;3;10;2016-06-22 19:25:03 
4;21;12;2;7;10;2016-06-22 19:34:03 
6;22;21;1;10;4;2016-06-22 19:48:42 
10;19;6;7;10;9;2016-06-22 19:59:31 
22;11;21;16;10;4;2016-06-22 20:06:02 
15;1;2;4;10;7;2016-06-22 20:12:41 
21;3;22;11;10;8;2016-06-22 20:23:12 
20;16;13;12;6;10;2016-06-22 20:32:03 
5;15;4;11;5;10;2016-06-22 20:38:18 
2;10;6;8;10;9;2016-06-22 20:47:04 
9;1;3;5;10;9;2016-06-22 20:59:41 
4;1;6;7;6;10;2016-06-22 21:10:31 
7;15;4;1;9;10;2016-06-22 21:25:17 
6;19;11;3;10;6;2016-06-22 21:32:54 
6;19;11;3;10;6;2016-06-22 21:33:28 
2;1;6;8;7;10;2016-06-22 21:52:34 
22;11;5;21;7;10;2016-06-22 22:06:27 
7;13;3;20;8;10;2016-06-22 22:14:20 
4;22;8;3;7;10;2016-06-22 22:21:31 
22;3;4;8;0;10;2016-06-22 22:27:30 
2;8;9;4;10;7;2016-06-22 22:33:14 
4;3;22;8;10;6;2016-06-22 22:41:54 
4;3;6;11;5;10;2016-06-22 22:51:09 
2;8;3;4;10;2;2016-06-22 22:57:56 
6;22;2;21;9;10;2016-06-22 23:10:05 
2;9;8;4;9;10;2016-06-22 23:24:37 
2;8;3;4;10;9;2016-06-22 23:37:21 
4;9;7;3;10;7;2016-06-23 10:09:57 
3;4;7;9;10;6;2016-06-23 10:18:23 
3;9;4;7;10;5;2016-06-23 10:27:27 
3;4;8;7;10;8;2016-06-23 11:56:02 
7;8;4;10;10;5;2016-06-23 11:59:31 
8;4;10;3;10;7;2016-06-23 12:10:55 
3;8;7;10;7;10;2016-06-23 14:19:58 
8;4;10;7;8;10;2016-06-23 14:28:19 
3;4;7;8;10;6;2016-06-23 17:02:50 
3;8;4;7;10;9;2016-06-23 17:11:11 
8;4;7;3;8;10;2016-06-23 17:21:59 
8;4;3;7;10;6;2016-06-24 11:49:11 
4;8;3;9;10;6;2016-06-24 12:01:04 
10;3;4;7;10;7;2016-06-24 12:17:14 
6;3;10;16;10;1;2016-06-24 16:17:52 
10;3;8;16;10;2;2016-06-24 16:29:46 
3;8;6;10;10;9;2016-06-24 16:41:15 
10;7;8;5;9;10;2016-06-27 08:27:25 
7;10;8;22;10;4;2016-06-27 13:07:17 
8;10;7;22;10;1;2016-06-27 13:13:49 
10;22;8;7;3;10;2016-06-27 13:21:21 
22;10;15;6;10;6;2016-06-27 14:18:01 
10;15;6;22;10;7;2016-06-27 14:31:50 
10;6;9;8;2;10;2016-06-27 15:38:27 
9;10;6;8;5;10;2016-06-27 15:45:12 
9;6;10;8;3;10;2016-06-27 15:53:07 
5;7;22;10;3;10;2016-06-28 09:30:18 
7;22;5;10;6;10;2016-06-28 09:41:25 
10;8;7;3;9;10;2016-06-28 11:23:25 
8;3;10;7;10;8;2016-06-28 11:35:42 
9;8;6;10;10;5;2016-06-28 12:59:54 
10;8;6;3;8;10;2016-06-28 14:37:59 
3;10;6;8;6;10;2016-06-28 14:43:26 
6;10;8;3;10;9;2016-06-28 14:55:26 
6;10;3;8;10;6;2016-06-28 15:52:49 
22;3;5;7;6;10;2016-06-29 12:36:16 
7;1;2;3;7;10;2016-06-29 12:41:42 
3;9;2;7;5;10;2016-06-29 12:49:41 
2;1;8;10;10;8;2016-06-29 13:06:50 
8;10;1;2;10;6;2016-06-29 13:16:10 
10;8;1;2;10;7;2016-06-29 13:25:31 
3;10;8;22;5;10;2016-06-29 16:38:08 
9;5;7;3;2;10;2016-06-30 10:49:22 
7;3;22;8;10;6;2016-06-30 12:43:04 
8;22;3;7;10;8;2016-06-30 12:55:33 
10;3;8;11;10;4;2016-06-30 14:12:23 
11;8;3;10;9;10;2016-06-30 14:20:52 
3;4;8;10;8;10;2016-06-30 16:33:52 
10;8;7;3;10;3;2016-07-01 11:38:48 
10;3;8;7;6;10;2016-07-01 11:47:22 
3;8;7;10;10;6;2016-07-01 11:56:00 
10;8;3;4;10;6;2016-07-01 13:57:42 
10;3;4;8;9;10;2016-07-01 17:14:22 
3;8;4;10;10;6;2016-07-01 17:20:15 
10;3;4;8;8;10;2016-07-01 17:28:14 
4;3;8;10;5;10;2016-07-01 17:37:01 
9;10;8;3;5;10;2016-07-01 17:47:27 
4;12;14;10;10;5;2016-07-01 18:04:49 
12;10;14;4;10;9;2016-07-01 18:17:11 
3;6;9;7;6;10;2016-07-04 09:56:34 
6;3;7;9;8;10;2016-07-04 10:06:27 
15;8;3;7;8;10;2016-07-04 17:09:12 
7;3;8;15;10;8;2016-07-04 17:20:22 
7;6;8;3;7;10;2016-07-05 10:52:02 
6;3;7;8;5;10;2016-07-05 10:58:09 
8;7;6;3;10;3;2016-07-05 11:07:15 
6;21;7;23;10;6;2016-07-05 13:06:45 
6;21;23;7;3;10;2016-07-05 13:15:42 
6;23;21;7;10;7;2016-07-05 13:22:43 
12;10;8;5;4;10;2016-07-05 13:36:38 
10;5;8;12;8;10;2016-07-05 13:51:56 
3;11;21;8;10;6;2016-07-05 17:27:14 
8;21;3;11;5;10;2016-07-05 17:38:20 
8;11;3;21;10;4;2016-07-05 17:44:58 
21;10;5;7;10;3;2016-07-06 08:44:35 
10;21;5;7;10;8;2016-07-06 08:52:24 
23;7;6;3;8;10;2016-07-06 10:50:37 
6;23;3;7;10;9;2016-07-06 11:05:38 
8;11;10;9;9;10;2016-07-06 11:50:20 
10;6;9;8;2;10;2016-07-06 13:16:23 
8;10;6;9;6;10;2016-07-06 13:28:38 
23;3;6;7;8;10;2016-07-06 13:41:20 
3;7;6;23;10;7;2016-07-06 13:53:16 
6;23;3;7;10;6;2016-07-06 14:03:46 
3;21;24;8;10;6;2016-07-06 16:56:34 
8;24;3;21;10;3;2016-07-06 17:11:13 
7;5;24;10;10;6;2016-07-07 10:13:55 
8;9;10;16;10;7;2016-07-07 12:56:30 
24;7;10;23;5;10;2016-07-07 13:11:51 
23;10;24;7;10;4;2016-07-07 13:21:04 
7;23;3;6;7;10;2016-07-07 13:36:07 
6;3;23;7;10;5;2016-07-07 13:45:38 
3;21;8;9;0;10;2016-07-07 16:43:53 
9;3;21;8;9;10;2016-07-07 16:50:44 
6;7;23;3;10;2;2016-07-08 10:30:17 
6;3;23;7;10;4;2016-07-08 10:35:53 
6;23;3;7;9;10;2016-07-08 10:51:44 
6;3;8;7;10;2;2016-07-08 12:28:56 
6;8;3;7;10;7;2016-07-08 12:46:14 
6;7;8;3;1;10;2016-07-08 12:52:20 
